1,36.81234,10.14567
2,36.81321,10.14983
3,36.81490,10.15312
4,36.81675,10.15799
5,36.81744,10.16288
6,36.81852,10.16801
7,36.81931,10.17245
8,36.82092,10.17634
9,36.82211,10.18123
10,36.82354,10.18592
11,36.82533,10.18945
12,36.82672,10.19288
13,36.82790,10.19766
14,36.82941,10.20112
15,36.83092,10.20544
16,36.83211,10.20933
17,36.83367,10.21388
18,36.83521,10.21745
19,36.83644,10.22171
20,36.83791,10.22519
21,36.83872,10.22891
22,36.83964,10.23344
23,36.84055,10.23612
24,36.84233,10.24045
25,36.84392,10.24411
26,36.84501,10.24833
27,36.84688,10.25244
28,36.84812,10.25612
29,36.84945,10.25988
30,36.85077,10.26412
31,36.85214,10.26845
32,36.85401,10.27233
33,36.85588,10.27611
34,36.85745,10.28092
35,36.85899,10.28477
36,36.86044,10.28845
37,36.86178,10.29288
38,36.86321,10.29645
39,36.86490,10.30012
40,36.86633,10.30475
41,36.86788,10.30841
42,36.86911,10.31288
43,36.87101,10.31744
44,36.87209,10.32112
45,36.87345,10.32489
46,36.87478,10.32855
47,36.87611,10.33233
48,36.87802,10.33611
49,36.87955,10.33998
50,36.88144,10.34371
51,36.88321,10.34690
52,36.88534,10.34998
53,36.88777,10.35289
54,36.88956,10.35572
55,36.89101,10.35849
56,36.89289,10.36117
57,36.89433,10.36499
58,36.89612,10.36871
59,36.89755,10.37248
60,36.89933,10.37519
61,36.90112,10.37888
62,36.90244,10.38217
63,36.90377,10.38545
64,36.90555,10.38912
65,36.90788,10.39288
66,36.90911,10.39544
67,36.91044,10.39912
68,36.91199,10.40255
69,36.91321,10.40633
70,36.91455,10.41019
71,36.91588,10.41445
72,36.91744,10.41812
73,36.91877,10.42188
74,36.92011,10.42555
75,36.92155,10.42912
76,36.92311,10.43288
77,36.92421,10.43644
78,36.92566,10.44012
79,36.92712,10.44388
80,36.92888,10.44755
81,36.93045,10.45112
82,36.93178,10.45488
83,36.93311,10.45845
84,36.93499,10.46212
85,36.93655,10.46577
86,36.93822,10.46944
87,36.93988,10.47312
88,36.94144,10.47689
89,36.94301,10.48055
90,36.94444,10.48412
91,36.94588,10.48788
92,36.94721,10.49144
93,36.94855,10.49501
94,36.95011,10.49788
95,36.95177,10.50055
96,36.95344,10.50312
97,36.95511,10.50588
98,36.95688,10.50844
99,36.95844,10.51099
100,36.96011,10.51355
101,36.96177,10.51611
102,36.96344,10.51888
103,36.96501,10.52144
104,36.96677,10.52401
105,36.96844,10.52666
106,36.97011,10.52933
107,36.97188,10.53199
108,36.97344,10.53377
109,36.97511,10.53644
110,36.97678,10.53899
111,36.97844,10.54155
112,36.98001,10.54422
113,36.98177,10.54688
114,36.98333,10.54955
115,36.98499,10.55212
116,36.98644,10.55488
117,36.98788,10.55755
118,36.98955,10.56011
119,36.99111,10.56288
120,36.99288,10.56544
121,36.99444,10.56819
122,36.99611,10.57077
123,36.99788,10.57344
124,36.99955,10.57688
125,37.00111,10.57944
126,37.00278,10.58211
127,37.00433,10.58477
128,37.00588,10.58755
129,37.00755,10.59011
130,37.00921,10.59277
131,37.01077,10.59555
132,37.01233,10.59821
133,37.01399,10.60077
134,37.01555,10.60355
135,37.01711,10.60622
136,37.01866,10.60888
137,37.02033,10.61155
138,37.02188,10.61421
139,37.02343,10.61688
140,37.02511,10.61955
141,37.02677,10.62222
142,37.02844,10.62488
143,37.03011,10.62755
144,37.03177,10.63012
145,37.03344,10.63277
146,37.03511,10.63544
147,37.03677,10.63811
148,37.03844,10.64088
149,37.04011,10.64355
150,37.04178,10.64622
