0,33.8650,10.7900
1,33.8700,10.8100
2,33.8750,10.8300
3,33.8720,10.8800
4,33.8680,10.9000
5,33.8650,10.9200
6,33.8600,10.9400
7,33.8550,10.9600
8,33.8500,10.9800
9,33.8450,11.0000
10,33.8400,11.0200
11,33.8300,11.0300
12,33.8200,11.0350
13,33.8100,11.0300
14,33.8000,11.0250
15,33.7900,11.0200
16,33.7800,11.0100
17,33.7700,11.0000
18,33.7600,10.9900
19,33.7500,10.9800
20,33.7400,10.9700
21,33.7300,10.9600
22,33.7200,10.9500
23,33.7100,10.9300
24,33.7000,10.9100
25,33.6900,10.8900
26,33.7000,10.8700
27,33.7100,10.8500
28,33.7150,10.8300
29,33.7200,10.8100
30,33.7250,10.7900
31,33.7300,10.7700
32,33.7350,10.7500
33,33.7450,10.7450
34,33.7550,10.7550
35,33.7650,10.7650
36,33.7750,10.7750
37,33.7850,10.7850
38,33.7950,10.7950
39,33.8050,10.7850
40,33.8150,10.7750
41,33.8250,10.7850
42,33.8350,10.7950
43,33.8450,10.8050
44,33.8550,10.8150
45,33.8650,10.8250
46,33.8500,10.8400
47,33.8400,10.8600
48,33.8300,10.8800
49,33.8200,10.9000
50,33.8100,10.9200
51,33.8000,10.9400
52,33.7900,10.9600
53,33.7800,10.9500
54,33.7700,10.9300
55,33.7600,10.9100
56,33.7500,10.8900
57,33.7400,10.8700
58,33.7300,10.8500
59,33.7400,10.8300
60,33.7500,10.8100
61,33.7600,10.8300
62,33.7700,10.8500
63,33.7800,10.8700
64,33.7900,10.8900
65,33.8000,10.9100
66,33.8100,10.8900
67,33.8200,10.8700
68,33.8300,10.8500
69,33.8400,10.8300
70,33.8150,10.9500
71,33.8250,10.9700
72,33.8350,10.9900
73,33.8050,11.0100
74,33.7950,11.0000
75,33.7850,10.9800
76,33.7750,10.9600
77,33.7650,10.9400
78,33.7550,10.9200
79,33.7450,10.9000
80,33.7350,10.8800
81,33.7250,10.8600
82,33.7550,10.8400
83,33.7650,10.8200
84,33.7750,10.8000
85,33.7850,10.8200
86,33.7950,10.8400
87,33.8050,10.8600
88,33.8150,10.8800
89,33.8250,10.9200
90,33.8350,10.9400
91,33.8450,10.9600
92,33.8550,10.8800
93,33.8600,10.8600
94,33.8500,10.8900
95,33.7900,10.8300
96,33.7800,10.9100
97,33.7700,10.9300
98,33.7400,10.8100
99,33.7300,10.7900
